 'cues',100,,,
 'associative',89.30489366,,,
 'visually',60.39843052,,,
 'phonetic',48.76508534,,,
 'images',23.877276,,,
 'color',21.51367195,,,
 'developmental',17.76139713,,,
 'restingstate',14.822408,,,
 'spontaneous',14.74821308,,,
 'value',14.3129448,,,
 'noxious',13.67134094,,,
 'search',13.13468961,,,
 'load',12.90229883,,,
 'concentration',12.67900453,,,
 'intention',12.6510618,,,
,,, 'acquisition',12.439982
 'approach',12.23153196,,,
 'decision',11.62384899,,,
 'stimulation',11.47861193,,,
 'adaptation',11.24456046,,,
 'alcohol',11.20203929,,,
 'negatively',11.03445837,,,
 'delay',10.93618511,,,
 'regulation',10.09264736,,,
 'self',9.968970236,,,
 'conscious',9.696530471,,,
,,, 'fingers',9.614806184
,,, 'time',9.602473872
 'goal',9.598443354,,,
 'spatially',9.578359877,,,
,,, 'rest',9.204984128
 'error',8.906765972,,,
 'person',8.843222593,,,
 'tones',8.704653694,,,
 'discrimination',8.615836387,,,
 'nback',8.594986833,,,
 'interference',8.584228708,,,
,,, 'image',8.572146479
,,, 'vision',8.474955657
 'loss',8.467265872,,,
 'syllables',8.462063988,,,
 'motor',8.145420997,,,
 'rule',8.118067456,,,
 'grasping',8.102271078,,,
,,, 'rules',7.942752893
 'encoded',7.883139081,,,
 'categorical',7.870203998,,,
 'noise',7.854895565,,,
,,, 'age',7.771639901
 'executive',7.745225547,,,
 'anticipatory',7.726724165,,,
 'somatosensory',7.680594182,,,
 'letter',7.595051715,,,
 'reversal',7.500906117,,,
 'ear',7.359427008,,,
,,, '1back',7.329732772
,,, 'space',7.272793875
 'voluntary',7.159884188,,,
,,, 'schizophrenia',7.156277348
 'play',7.117639686,,,
,,, 'verb',7.098625434
,,, 'bipolar',7.074224702
,,, 'cued',7.067753085
 'fearful',7.066265153,,,
 'readers',7.052377305,,,
 'tapping',7.051515397,,,
 'mentalizing',6.988646042,,,
 'counting',6.977338059,,,
 'epilepsy',6.970575517,,,
 'painful',6.941704646,,,
 'orientation',6.940027157,,,
 'retrieval',6.926423342,,,
 'planning',6.854967569,,,
 'language',6.846977833,,,
 'endogenous',6.808585118,,,
 'dyslexia',6.800299123,,,
 '2back',6.78028984,,,
 'adhd',6.687865004,,,
 'pain',6.631768975,,,
 'cards',6.62251007,,,
 'muscles',6.621343841,,,
 'craving',6.614180098,,,
 'amount',6.562867614,,,
 'preparatory',6.552610162,,,
 'taste',6.536163781,,,
 'motivation',6.521858869,,,
 'children',6.511749596,,,
 'classification',6.453977938,,,
 'sequence',6.446701584,,,
 'interhemispheric',6.44033156,,,
 'schizophrenic',6.399711638,,,
 'digits',6.399566238,,,
 'order',6.379129465,,,
 'visual',6.377116999,,,
 'control',6.369208203,,,
 'presentations',6.344703843,,,
 'topdown',6.341555189,,,
 'fact',6.321957854,,,
 'adolescents',6.303411477,,,
 'photographs',6.259669876,,,
 'salience',6.209306075,,,
 'sadness',6.166218022,,,
 'mask',6.161256967,,,
 'elderly',6.149043603,,,
 'agerelated',6.125417738,,,
 'episode',6.101113935,,,
 'hand',6.060664305,,,
 'oscillations',6.016900602,,,
 'aphasia',5.982105006,,,
 'motion',5.964747023,,,
 'heat',5.906370442,,,
 'default',5.87247906,,,
 'inhibition',5.807277358,,,
 'bottomup',5.760868183,,,
 'go',5.747117027,,,
 'anger',5.698225691,,,
 'working',5.692853478,,,
 'rating',5.689818382,,,
 'episodic',5.562495786,,,
 'masking',5.557463467,,,
 'perception',5.552948799,,,
 'eye',5.532261934,,,
 'pitch',5.513277818,,,
 'number',5.512311952,,,
 'mirror',5.508909543,,,
 'imagery',5.495892413,,,
 'adults',5.46074087,,,
 'antipsychotic',5.415808448,,,
 'colors',5.415615462,,,
 'syntactic',5.391902394,,,
 'confidence',5.371165472,,,
 'finger',5.369199549,,,
 'improvement',5.166906848,,,
 'pairs',5.166672904,,,
 'speakers',5.151598835,,,
 'biological',5.136364343,,,
 'velocity',5.123707808,,,
 'acoustic',5.068791646,,,
 'future',5.031871596,,,
 'phonological',5.016940761,,,
 'theory',5.001865774,,,
 'languages',4.952890793,,,
 'numbers',4.867327339,,,
 'musical',4.856205436,,,
 'virtual',4.852215288,,,
 'rehearsal',4.841412656,,,
 'calculation',4.833166795,,,
 'muscle',4.829147449,,,
 'preparation',4.827168471,,,
 'meaning',4.81381772,,,
 'sensations',4.812929885,,,
 'tom',4.799141036,,,
 'psychophysical',4.722688659,,,
 'illness',4.713903819,,,
 'pressure',4.680581799,,,
 'irrelevant',4.602792918,,,
 'sequential',4.597062974,,,
 'colour',4.58717219,,,
 'cue',4.586326888,,,
 'frequency',4.556091362,,,
 'errors',4.546334852,,,
 'intelligence',4.545072825,,,
 'tactile',4.461877709,,,
 'memory',4.418276635,,,
 'subjective',4.401861483,,,
 'position',4.381619967,,,
 'sexual',4.367647863,,,
 'pseudoword',4.358775311,,,
 'incentive',4.325436979,,,
 'dopaminergic',4.31136515,,,
 'aging',4.229066507,,,
 'risk',4.19745284,,,
 'drug',4.196440857,,,
 'sensation',4.16373379,,,
 'causality',4.147755149,,,
 'attend',4.116059922,,,
 'word',4.107775533,,,
 'lexical',4.107244368,,,
 'subtraction',4.068205415,,,
 'integration',4.064383734,,,
 'suppression',4.049629454,,,
 'probabilistic',4.035311735,,,
 'development',4.022532712,,,
 'demand',4.014713294,,,
 'target',4.01208004,,,
 'chinese',3.992586559,,,
 'remembered',3.970086939,,,
 'disorder',3.962470242,,,
 'card',3.933983216,,,
 'past',3.90905145,,,
 'ambiguity',3.906084836,,,
 'child',3.900772572,,,
 'tool',3.880357023,,,
 'social',3.865500343,,,
 'knowledge',3.82502942,,,
 'scenes',3.823497857,,,
 'shifts',3.822102529,,,
 'concepts',3.817841209,,,
 'old',3.817012599,,,
 'wm',3.812850409,,,
 'correct',3.805643437,,,
 'sounds',3.776124503,,,
 'naming',3.763435749,,,
 'limb',3.761813371,,,
 'bimodal',3.760361934,,,
 'category',3.751645118,,,
 'selfreferential',3.728667542,,,
 'strategy',3.671755887,,,
 'paired',3.650145257,,,
 'moral',3.630634769,,,
 'movie',3.61757859,,,
 'skin',3.613167333,,,
 'execution',3.583354931,,,
 'fluency',3.579149047,,,
 'association',3.579029657,,,
 'invalid',3.574321938,,,
 'judgment',3.56005185,,,
 'ability',3.545589809,,,
 'effort',3.482965378,,,
 'production',3.481321414,,,
 'articulatory',3.473762364,,,
 'congruency',3.44175651,,,
 'inhibitory',3.436283526,,,
 'depressive',3.4145481,,,
 'crossmodal',3.412509395,,,
 'nociceptive',3.395421913,,,
 'identity',3.390309464,,,
 'visuospatial',3.370114784,,,
 'semantic',3.34979911,,,
 'taskrelevant',3.33308733,,,
 'physical',3.293915749,,,
 'conceptual',3.293282019,,,
 'prime',3.268301209,,,
 'positive',3.259026731,,,
 'probabilities',3.237430033,,,
 'congruent',3.235288446,,,
 'gain',3.217536942,,,
 'reinforcement',3.211225191,,,
 'repetition',3.190686108,,,
 'nogo',3.189535216,,,
 'picture',3.18688493,,,
 'males',3.184770141,,,
 'happy',3.181314681,,,
 'gesture',3.172919756,,,
 'distractor',3.154144251,,,
 'olfactory',3.144925854,,,
 'repetitions',3.144237022,,,
 'gestures',3.141760426,,,
 'listening',3.130943133,,,
 'childhood',3.124702311,,,
 'switching',3.111495877,,,
 'adolescence',3.108410028,,,
 'dominant',3.094694124,,,
 'familiarity',3.083622916,,,
 'movements',3.080821541,,,
 'ratings',3.080169618,,,
 'phonology',3.07180985,,,
 'objects',3.071264949,,,
 'scene',3.066875916,,,
 'voice',3.064331909,,,
 'written',3.055647794,,,
 'noun',3.05397756,,,
 'pair',3.046786447,,,
 'perceived',3.006314178,,,
 'digit',2.965626339,,,
 'masked',2.946129718,,,
 'taskrelated',2.938348171,,,
 'rotation',2.928252413,,,
 'selfreported',2.924863492,,,
 'practice',2.92363951,,,
 'attended',2.908064565,,,
 'ambiguous',2.887927313,,,
 'unpleasantness',2.864217121,,,
 'work',2.864000168,,,
 'spatial',2.844940351,,,
 'women',2.792978325,,,
 'lip',2.786217307,,,
 'abilities',2.781928804,,,
 'valence',2.778763992,,,
 'gaze',2.764832204,,,
 'unfamiliar',2.757670586,,,
 'remember',2.742426331,,,
 'response',2.716555185,,,
 'sentences',2.715499936,,,
 'novel',2.70870508,,,
 'conditioning',2.693254639,,,
 'unattended',2.688130246,,,
 'personal',2.666235228,,,
 'spoken',2.647056484,,,
 'polymorphism',2.639960733,,,
 'speech',2.634010701,,,
 'placebo',2.613104242,,,
 'shifting',2.611128253,,,
 'letters',2.606241756,,,
 'reasoning',2.596472237,,,
 'retention',2.596344367,,,
 'drugs',2.57118985,,,
 'sleep',2.562844644,,,
 'character',2.5572615,,,
 'sex',2.555371119,,,
 'maintenance',2.552112456,,,
 'sensorimotor',2.542536411,,,
 'intentional',2.525224175,,,
 'locations',2.524661426,,,
 'faces',2.511583876,,,
 'depression',2.503814213,,,
 'persons',2.491174328,,,
 'sensory',2.487590372,,,
 'famous',2.412107287,,,
 'empathy',2.381454754,,,
 'temperature',2.372697505,,,
 'syllable',2.362498093,,,
 'numerical',2.359834379,,,
 'thinking',2.356235524,,,
 'subsequent',2.353141166,,,
 'traits',2.339981014,,,
 'negative',2.336814408,,,
 'intentions',2.308802006,,,
 'physiological',2.276541242,,,
 'german',2.271802703,,,
 'emotion',2.256144118,,,
 'vocal',2.24704206,,,
 'videos',2.225788216,,,
 'audiovisual',2.214910807,,,
 'decisionmaking',2.213375728,,,
 'awareness',2.196278789,,,
 'training',2.191225134,,,
 'incorrect',2.176298444,,,
 'dopamine',2.170964441,,,
 'visuomotor',2.153837858,,,
 'categorization',2.148021396,,,
 'auditory',2.087649123,,,
 'oddball',2.071648845,,,
 'trait',2.056781826,,,
 'feedback',2.050545062,,,
 'verbal',2.046412607,,,
 'nonverbal',2.040001824,,,
 'switch',2.024128628,,,
 'english',2.017397406,,,
 'emotionally',1.976199087,,,
 'novelty',1.971314654,,,
 'familiar',1.964444591,,,
 'sound',1.960558317,,,
 'saccades',1.960505958,,,
 'oral',1.959224304,,,
 'expectation',1.954475218,,,
 'demands',1.953637321,,,
 'grammatical',1.934783112,,,
 'preference',1.933241084,,,
 'prosodic',1.926163573,,,
 'plasticity',1.911585576,,,
 'pseudowords',1.884992881,,,
 'perceptual',1.884516494,,,
 'thought',1.881978259,,,
 'cueing',1.83116216,,,
 'solving',1.829182377,,,
 'targets',1.822960566,,,
 'probability',1.822683668,,,
 'anxiety',1.822136898,,,
 'selection',1.803768103,,,
 'choice',1.798746608,,,
 'engaged',1.780403141,,,
 'hierarchical',1.778939565,,,
 'stories',1.761434675,,,
 'shortterm',1.741639874,,,
 'retrieved',1.740017513,,,
 'saccade',1.737598516,,,
 'depressed',1.730331969,,,
 'judgments',1.726497565,,,
 'money',1.720124062,,,
 'reaching',1.697898593,,,
 'pictures',1.690930197,,,
 'violation',1.665432174,,,
 'attentional',1.660322421,,,
 'words',1.651870734,,,
 'covert',1.651688764,,,
 'sentence',1.645676911,,,
 'action',1.639657507,,,
 'facial',1.630614884,,,
 'object',1.622100632,,,
 'family',1.621451225,,,
 'affective',1.617767756,,,
 'sequences',1.617351222,,,
 'text',1.598748442,,,
 'scenarios',1.59857983,,,
 'stroop',1.59682175,,,
 'uncertainty',1.594314756,,,
 'engagement',1.585725512,,,
 'angry',1.567939503,,,
 'affect',1.555964674,,,
 'choices',1.55095005,,,
 'experience',1.550798123,,,
 'eating',1.548815731,,,
 'shape',1.548738236,,,
 'foot',1.524757735,,,
 'pleasant',1.518950065,,,
 'contextual',1.515861935,,,
 'arithmetic',1.512176191,,,
 'emotions',1.510416999,,,
 'unpleasant',1.476896103,,,
 'nonwords',1.463358011,,,
 'read',1.451016097,,,
 'success',1.445552822,,,
 'priming',1.436064526,,,
 'learned',1.432894535,,,
 'attention',1.421884083,,,
 'nonpainful',1.41307617,,,
 'shapes',1.40597679,,,
 'music',1.403798179,,,
 'stress',1.391453684,,,
 'perspective',1.390806285,,,
 'encoding',1.388991191,,,
 'painrelated',1.376583562,,,
 'outcome',1.373975972,,,
 'heart',1.373834533,,,
 'actions',1.369721234,,,
 'autism',1.357107207,,,
 'explicit',1.344450032,,,
 'memories',1.340498796,,,
 'writing',1.340236312,,,
 'expectancy',1.335575134,,,
 'probes',1.330559446,,,
 'somatotopic',1.330062018,,,
 'learning',1.313744226,,,
 'monitoring',1.313041332,,,
 'names',1.298371987,,,
 'experiences',1.267303326,,,
 'expression',1.267099222,,,
 'associations',1.266113393,,,
 'difficulty',1.259527325,,,
 'face',1.256606322,,,
 'eyes',1.248015178,,,
 'distress',1.239275265,,,
 'imagine',1.232170677,,,
 'food',1.227776891,,,
 'taskirrelevant',1.22563032,,,
 'strategies',1.218307727,,,
 'overt',1.202051571,,,
 'prosody',1.187322231,,,
 'conflict',1.186460255,,,
 'implicit',1.168672567,,,
 'habituation',1.166881684,,,
 'hands',1.166609503,,,
 'trained',1.164875658,,,
 'reading',1.15701029,,,
 'serial',1.156255725,,,
 'recognition',1.145760199,,,
 'houses',1.139326673,,,
 'manipulation',1.135537044,,,
 'outcomes',1.126206325,,,
 'smoking',1.122557176,,,
 'multisensory',1.118913592,,,
 'phasic',1.110533462,,,
 'orienting',1.104550165,,,
 'linguistic',1.094213132,,,
 'distractors',1.089919677,,,
 'orthographic',1.083587173,,,
 'skills',1.080464972,,,
 'contexts',1.07429665,,,
 'females',1.068063078,,,
 'male',1.060192992,,,
 'automatic',1.059939685,,,
 'expressions',1.05592496,,,
 'semantically',1.049129098,,,
 'name',1.039089262,,,
 'probe',1.035229951,,,
 'threat',1.028261663,,,
 'female',1.02466045,,,
 'conditioned',1.017221784,,,
 'competition',1.007349469,,,
 'hearing',0.97998216,,,
 'errorrelated',0.939773602,,,
 'salient',0.927695081,,,
 'decisions',0.91415636,,,
 'feelings',0.903046716,,,
 'attribution',0.889308212,,,
 'recollection',0.877420769,,,
 'body',0.865324077,,,
 'imagined',0.853164154,,,
 'ptsd',0.846150503,,,
 'thoughts',0.842911669,,,
 'comprehension',0.84258699,,,
 'relational',0.830510724,,,
 'disgust',0.825418654,,,
 'da',0.816422435,,,
 'simulation',0.814971078,,,
 'rejection',0.811972122,,,
 'incongruent',0.805375725,,,
 'aversive',0.802565529,,,
 'anticipation',0.801994431,,,
 'autistic',0.791147319,,,
 'story',0.789305205,,,
 'shock',0.779897191,,,
 'gonogo',0.746318208,,,
 'animal',0.746231722,,,
 'animals',0.721955796,,,
 'neutral',0.687372912,,,
 'longterm',0.68698795,,,
 'nouns',0.666402973,,,
 'violations',0.582837888,,,
 'mental',0.581963441,,,
 'mouth',0.561352815,,,
 'reactivity',0.559491114,,,
 'mood',0.550944503,,,
 'saccadic',0.546307442,,,
 'rewards',0.515112644,,,
 'stop',0.497550478,,,
 'autobiographical',0.475258486,,,
 'monetary',0.470150232,,,
 'hits',0.43376193,,,
 'tracking',0.432126443,,,
 'addiction',0.42155604,,,
 'japanese',0.372392327,,,
 'recall',0.365805311,,,
 'win',0.309048698,,,
 'empathic',0.267008583,,,
 'allele',0.246656,,,
 'impulsivity',0.242029475,,,
 'cocaine',0.202873943,,,
 'reward',0.175596918,,,
 'personality',0.170222584,,,
 'genotype',0.162133341,,,
 'losses',0.118825369,,,
 'game',0.081067594,,,
'avoidance',0.026334958,,,
